,ticker,fiscal_year,net_cash_flow_from_operating_activities_continuing,net_cash_flow_from_investing_activities_continuing,net_cash_flow_from_financing_activities,exchange_gains_losses,net_cash_flow_from_investing_activities,net_cash_flow_from_financing_activities_continuing,net_cash_flow,net_cash_flow_continuing,net_cash_flow_from_operating_activities,net_cash_flow_from_operating_activities_discontinued,net_cash_flow_discontinued,net_cash_flow_from_investing_activities_discontinued,net_cash_flow_from_financing_activities_discontinued
0000711669:2015:FY,CBAN,2015,14067287.0,-56200061.0,19784488.0,0.0,-56200061.0,19784488.0,-22348286.0,-22348286.0,14067287.0,0.0,0.0,0.0,0.0
0000711669:2016:FY,CBAN,2016,13388491.0,-35373579.0,28550546.0,0.0,-35373579.0,28550546.0,6565458.0,6565458.0,13388491.0,0.0,0.0,0.0,0.0
0000711669:2017:FY,CBAN,2017,12545135.0,-32831146.0,14609043.0,0.0,-32831146.0,14609043.0,-5676968.0,-5676968.0,12545135.0,0.0,0.0,0.0,0.0
0000711669:2018:FY,CBAN,2018,14911237.0,-24423634.0,-3255863.0,0.0,-24423634.0,-3255863.0,-12768260.0,-12768260.0,14911237.0,0.0,0.0,0.0,0.0
0000711669:2019:FY,CBAN,2019,3933000.0,6746000.0,33257000.0,0.0,6746000.0,33257000.0,43936000.0,43936000.0,3933000.0,0.0,0.0,0.0,0.0
0000711669:2020:FY,CBAN,2020,-19094000.0,-130266000.0,228774000.0,0.0,-130266000.0,228774000.0,79414000.0,79414000.0,-19094000.0,0.0,0.0,0.0,0.0
0000711669:2021:FY,CBAN,2021,36104000.0,-208332000.0,185954000.0,0.0,-208332000.0,185954000.0,13726000.0,13726000.0,36104000.0,0.0,0.0,0.0,0.0
0000910612:2011:FY,CBL,2011,441836000.0,-27645000.0,-408995000.0,0.0,-27645000.0,-408995000.0,5196000.0,5196000.0,441836000.0,0.0,0.0,0.0,0.0
0000910612:2012:FY,CBL,2012,481515000.0,-246670000.0,-212689000.0,0.0,-246670000.0,-212689000.0,22156000.0,22156000.0,481515000.0,0.0,0.0,0.0,0.0
0000910612:2019:FY,CBL,2019,273408000.0,24586000.0,-296448000.0,0.0,24586000.0,-296448000.0,1546000.0,1546000.0,273408000.0,0.0,0.0,0.0,0.0
0000910612:2021:FY,CBL,2021,164108000.0,108478000.0,-158110000.0,0.0,108478000.0,-158110000.0,114476000.0,114476000.0,164108000.0,0.0,0.0,0.0,0.0
0001355786:2011:FY,CBNK,2011,5212000.0,-19526000.0,39563000.0,0.0,-19526000.0,39563000.0,25249000.0,25249000.0,5212000.0,0.0,0.0,0.0,0.0
0001355786:2012:FY,CBNK,2012,6632000.0,-8038000.0,-20108000.0,0.0,-8038000.0,-20108000.0,-21514000.0,-21514000.0,6632000.0,0.0,0.0,0.0,0.0
0001355786:2013:FY,CBNK,2013,4608000.0,-9836000.0,-15465000.0,0.0,-9836000.0,-15465000.0,-20693000.0,-20693000.0,4608000.0,0.0,0.0,0.0,0.0
0001355786:2014:FY,CBNK,2014,4653000.0,-25506000.0,51707000.0,0.0,-25506000.0,51707000.0,30854000.0,30854000.0,4653000.0,0.0,0.0,0.0,0.0
0001355786:2015:FY,CBNK,2015,5357000.0,-62266000.0,35369000.0,0.0,-62266000.0,35369000.0,-21540000.0,-21540000.0,5357000.0,0.0,0.0,0.0,0.0
0001419536:2018:FY,CBNK,2018,28302000.0,-109263000.0,63373000.0,0.0,-109263000.0,63373000.0,-17588000.0,-17588000.0,28302000.0,0.0,0.0,0.0,0.0
0001419536:2019:FY,CBNK,2019,-26346000.0,-188847000.0,295294000.0,0.0,-188847000.0,295294000.0,80101000.0,80101000.0,-26346000.0,0.0,0.0,0.0,0.0
0001419536:2020:FY,CBNK,2020,5457000.0,-385512000.0,412141000.0,0.0,-385512000.0,412141000.0,32086000.0,32086000.0,5457000.0,0.0,0.0,0.0,0.0
0001419536:2021:FY,CBNK,2021,132076000.0,-238231000.0,142640000.0,0.0,-238231000.0,142640000.0,36485000.0,36485000.0,132076000.0,0.0,0.0,0.0,0.0
0001374310:2011:FY,CBOE,2011,203129000.0,-30281000.0,-91701000.0,0.0,-30281000.0,-91701000.0,81147000.0,81147000.0,203129000.0,0.0,0.0,0.0,0.0
0001374310:2012:FY,CBOE,2012,200535000.0,-32977000.0,-166897000.0,0.0,-32977000.0,-166897000.0,661000.0,661000.0,200535000.0,0.0,0.0,0.0,0.0
0001374310:2013:FY,CBOE,2013,224380000.0,-31197000.0,-107439000.0,0.0,-31197000.0,-107439000.0,85744000.0,85744000.0,224380000.0,0.0,0.0,0.0,0.0
0001374310:2014:FY,CBOE,2014,262657000.0,-52138000.0,-283933000.0,0.0,-52138000.0,-283933000.0,-73414000.0,-73414000.0,262657000.0,0.0,0.0,0.0,0.0
0001374310:2015:FY,CBOE,2015,245278000.0,-79421000.0,-211531000.0,0.0,-79421000.0,-211531000.0,-45674000.0,-45674000.0,245278000.0,0.0,0.0,0.0,0.0
0001374310:2016:FY,CBOE,2016,229563000.0,-84386000.0,-150132000.0,0.0,-84386000.0,-150132000.0,-4955000.0,-4955000.0,229563000.0,0.0,0.0,0.0,0.0
0001374310:2017:FY,CBOE,2017,374400000.0,-1436500000.0,1099700000.0,8600000.0,-1436500000.0,1099700000.0,46200000.0,37600000.0,374400000.0,0.0,0.0,0.0,0.0
0001374310:2018:FY,CBOE,2018,534700000.0,-25600000.0,-371600000.0,0.0,-25600000.0,-371600000.0,137500000.0,137500000.0,534700000.0,0.0,0.0,0.0,0.0
0001374310:2019:FY,CBOE,2019,632800000.0,-15900000.0,-662900000.0,0.0,-15900000.0,-662900000.0,-46000000.0,-46000000.0,632800000.0,0.0,0.0,0.0,0.0
0001374310:2020:FY,CBOE,2020,1458800000.0,-430500000.0,-201700000.0,0.0,-430500000.0,-201700000.0,826600000.0,826600000.0,1458800000.0,0.0,0.0,0.0,0.0
0001374310:2021:FY,CBOE,2021,596800000.0,-352700000.0,-200300000.0,0.0,-352700000.0,-200300000.0,43800000.0,43800000.0,596800000.0,0.0,0.0,0.0,0.0
0001138118:2018:FY,CBRE,2018,1131249000.0,-560684000.0,-506600000.0,0.0,-560684000.0,-506600000.0,63965000.0,63965000.0,1131249000.0,0.0,0.0,0.0,0.0
0001138118:2019:FY,CBRE,2019,1223380000.0,-721024000.0,-271949000.0,0.0,-721024000.0,-271949000.0,230407000.0,230407000.0,1223380000.0,0.0,0.0,0.0,0.0
0001138118:2020:FY,CBRE,2020,1830779000.0,-341585000.0,-625256000.0,0.0,-341585000.0,-625256000.0,863938000.0,863938000.0,1830779000.0,0.0,0.0,0.0,0.0
0001138118:2021:FY,CBRE,2021,2364178000.0,-1280897000.0,-490631000.0,0.0,-1280897000.0,-490631000.0,592650000.0,592650000.0,2364178000.0,0.0,0.0,0.0,0.0
0001067294:2011:FY,CBRL,2011,138212000.0,-69489000.0,-64149000.0,0.0,-69489000.0,-64149000.0,4574000.0,4574000.0,138212000.0,0.0,0.0,0.0,0.0
0001067294:2012:FY,CBRL,2012,219822000.0,-79547000.0,-40587000.0,0.0,-79547000.0,-40587000.0,99688000.0,99688000.0,219822000.0,0.0,0.0,0.0,0.0
0001067294:2013:FY,CBRL,2013,208499000.0,-73406000.0,-165337000.0,0.0,-73406000.0,-165337000.0,-30244000.0,-30244000.0,208499000.0,0.0,0.0,0.0,0.0
0001067294:2014:FY,CBRL,2014,177625000.0,-88815000.0,-91167000.0,0.0,-88815000.0,-91167000.0,-2357000.0,-2357000.0,177625000.0,0.0,0.0,0.0,0.0
0001067294:2015:FY,CBRL,2015,334055000.0,-88614000.0,-99347000.0,0.0,-88614000.0,-99347000.0,146094000.0,146094000.0,334055000.0,0.0,0.0,0.0,0.0
0001067294:2016:FY,CBRL,2016,271378000.0,-112515000.0,-273352000.0,0.0,-112515000.0,-273352000.0,-114489000.0,-114489000.0,271378000.0,0.0,0.0,0.0,0.0
0001067294:2017:FY,CBRL,2017,320767000.0,-109605000.0,-201127000.0,0.0,-109605000.0,-201127000.0,10035000.0,10035000.0,320767000.0,0.0,0.0,0.0,0.0
0001067294:2018:FY,CBRL,2018,330620000.0,-151222000.0,-225743000.0,0.0,-151222000.0,-225743000.0,-46345000.0,-46345000.0,330620000.0,0.0,0.0,0.0,0.0
0001067294:2019:FY,CBRL,2019,362796000.0,-241574000.0,-198994000.0,0.0,-241574000.0,-198994000.0,-77772000.0,-77772000.0,362796000.0,0.0,0.0,0.0,0.0
0001067294:2020:FY,CBRL,2020,161002000.0,-157226000.0,396336000.0,0.0,-157226000.0,396336000.0,400112000.0,400112000.0,161002000.0,0.0,0.0,0.0,0.0
0001067294:2021:FY,CBRL,2021,301903000.0,78330000.0,-672636000.0,0.0,78330000.0,-672636000.0,-292403000.0,-292403000.0,301903000.0,0.0,0.0,0.0,0.0
0001067294:2022:FY,CBRL,2022,205253000.0,-98499000.0,-206242000.0,0.0,-98499000.0,-206242000.0,-99488000.0,-99488000.0,205253000.0,0.0,0.0,0.0,0.0
0000022356:2011:FY,CBSH,2011,407361000.0,-2184835000.0,1834350000.0,0.0,-2184835000.0,1834350000.0,56876000.0,56876000.0,407361000.0,0.0,0.0,0.0,0.0
0000022356:2012:FY,CBSH,2012,383112000.0,-1160837000.0,1039999000.0,0.0,-1160837000.0,1039999000.0,262274000.0,262274000.0,383112000.0,0.0,0.0,0.0,0.0
0000022356:2013:FY,CBSH,2013,360933000.0,-713660000.0,842416000.0,0.0,-713660000.0,842416000.0,489689000.0,489689000.0,360933000.0,0.0,0.0,0.0,0.0
0000022356:2014:FY,CBSH,2014,360836000.0,-1062682000.0,533049000.0,0.0,-1062682000.0,533049000.0,-168797000.0,-168797000.0,360836000.0,0.0,0.0,0.0,0.0
0000022356:2015:FY,CBSH,2015,289063000.0,-1195402000.0,308341000.0,0.0,-1195402000.0,308341000.0,-597998000.0,-597998000.0,289063000.0,0.0,0.0,0.0,0.0
0000022356:2016:FY,CBSH,2016,432367000.0,-805213000.0,652562000.0,0.0,-805213000.0,652562000.0,279716000.0,279716000.0,432367000.0,0.0,0.0,0.0,0.0
0000022356:2017:FY,CBSH,2017,433226000.0,220720000.0,-924536000.0,0.0,220720000.0,-924536000.0,-270590000.0,-270590000.0,433226000.0,0.0,0.0,0.0,0.0
0000022356:2018:FY,CBSH,2018,552660000.0,-91024000.0,223252000.0,0.0,-91024000.0,223252000.0,684888000.0,684888000.0,552660000.0,0.0,0.0,0.0,0.0
0000022356:2019:FY,CBSH,2019,512794000.0,-730165000.0,-84061000.0,0.0,-730165000.0,-84061000.0,-301432000.0,-301432000.0,512794000.0,0.0,0.0,0.0,0.0
0000022356:2020:FY,CBSH,2020,623992000.0,-5390504000.0,6067032000.0,0.0,-5390504000.0,6067032000.0,1300520000.0,1300520000.0,623992000.0,0.0,0.0,0.0,0.0
0000022356:2021:FY,CBSH,2021,597722000.0,-2082758000.0,3573662000.0,0.0,-2082758000.0,3573662000.0,2088626000.0,2088626000.0,597722000.0,0.0,0.0,0.0,0.0
0000016040:2010:FY,CBT,2010,249000000.0,-112000000.0,-57000000.0,3000000.0,-112000000.0,-57000000.0,83000000.0,80000000.0,249000000.0,0.0,0.0,0.0,0.0
0000016040:2011:FY,CBT,2011,195000000.0,-232000000.0,-72000000.0,8000000.0,-232000000.0,-72000000.0,-101000000.0,-109000000.0,195000000.0,0.0,0.0,0.0,0.0
0000016040:2012:FY,CBT,2012,415000000.0,-1180000000.0,606000000.0,-7000000.0,-1180000000.0,606000000.0,-166000000.0,-159000000.0,415000000.0,0.0,0.0,0.0,0.0
0000016040:2013:FY,CBT,2013,419000000.0,-227000000.0,-206000000.0,-11000000.0,-227000000.0,-206000000.0,-25000000.0,-14000000.0,419000000.0,0.0,0.0,0.0,0.0
0000016040:2014:FY,CBT,2014,315000000.0,-16000000.0,-302000000.0,-25000000.0,-16000000.0,-302000000.0,-28000000.0,-3000000.0,315000000.0,0.0,0.0,0.0,0.0
0000016040:2015:FY,CBT,2015,499000000.0,-162000000.0,-256000000.0,-71000000.0,-162000000.0,-256000000.0,10000000.0,81000000.0,499000000.0,0.0,0.0,0.0,0.0
0000016040:2016:FY,CBT,2016,392000000.0,-104000000.0,-184000000.0,19000000.0,-104000000.0,-184000000.0,123000000.0,104000000.0,392000000.0,0.0,0.0,0.0,0.0
0000016040:2017:FY,CBT,2017,340000000.0,-149000000.0,-125000000.0,14000000.0,-149000000.0,-125000000.0,80000000.0,66000000.0,340000000.0,0.0,0.0,0.0,0.0
0000016040:2018:FY,CBT,2018,298000000.0,-246000000.0,-141000000.0,-16000000.0,-246000000.0,-141000000.0,-105000000.0,-89000000.0,298000000.0,0.0,0.0,0.0,0.0
0000016040:2019:FY,CBT,2019,363000000.0,-94000000.0,-236000000.0,-39000000.0,-94000000.0,-236000000.0,-6000000.0,33000000.0,363000000.0,0.0,0.0,0.0,0.0
0000016040:2020:FY,CBT,2020,377000000.0,-288000000.0,-132000000.0,25000000.0,-288000000.0,-132000000.0,-18000000.0,-43000000.0,377000000.0,0.0,0.0,0.0,0.0
0000016040:2021:FY,CBT,2021,257000000.0,-186000000.0,-60000000.0,8000000.0,-186000000.0,-60000000.0,19000000.0,11000000.0,257000000.0,0.0,0.0,0.0,0.0
0000016040:2022:FY,CBT,2022,100000000.0,-118000000.0,145000000.0,0.0,-118000000.0,145000000.0,127000000.0,127000000.0,100000000.0,0.0,0.0,0.0,0.0
0001473844:2017:FY,CBTX,2017,35590000.0,-185433000.0,93939000.0,0.0,-185433000.0,93939000.0,-55904000.0,-55904000.0,35590000.0,0.0,0.0,0.0,0.0
0001473844:2018:FY,CBTX,2018,49321000.0,-147722000.0,154272000.0,0.0,-147722000.0,154272000.0,55871000.0,55871000.0,49321000.0,0.0,0.0,0.0,0.0
0001473844:2019:FY,CBTX,2019,56090000.0,-189740000.0,123644000.0,0.0,-189740000.0,123644000.0,-10006000.0,-10006000.0,56090000.0,0.0,0.0,0.0,0.0
0001473844:2020:FY,CBTX,2020,40361000.0,-304407000.0,429989000.0,0.0,-304407000.0,429989000.0,165943000.0,165943000.0,40361000.0,0.0,0.0,0.0,0.0
0001473844:2021:FY,CBTX,2021,34811000.0,-133959000.0,511287000.0,0.0,-133959000.0,511287000.0,412139000.0,412139000.0,34811000.0,0.0,0.0,0.0,0.0
0000723188:2012:FY,CBU,2012,108424000.0,-264260000.0,59516000.0,0.0,-264260000.0,59516000.0,-96320000.0,-96320000.0,108424000.0,0.0,0.0,0.0,0.0
0000723188:2013:FY,CBU,2013,103184000.0,553258000.0,-735353000.0,0.0,553258000.0,-735353000.0,-78911000.0,-78911000.0,103184000.0,0.0,0.0,0.0,0.0
0000723188:2014:FY,CBU,2014,123201000.0,-332229000.0,197777000.0,0.0,-332229000.0,197777000.0,-11251000.0,-11251000.0,123201000.0,0.0,0.0,0.0,0.0
0000723188:2015:FY,CBU,2015,116463000.0,-274161000.0,172512000.0,0.0,-274161000.0,172512000.0,14814000.0,14814000.0,116463000.0,0.0,0.0,0.0,0.0
0000723188:2016:FY,CBU,2016,131261000.0,-121998000.0,11384000.0,0.0,-121998000.0,11384000.0,20647000.0,20647000.0,131261000.0,0.0,0.0,0.0,0.0
0000723188:2017:FY,CBU,2017,189674000.0,131371000.0,-273864000.0,0.0,131371000.0,-273864000.0,47181000.0,47181000.0,189674000.0,0.0,0.0,0.0,0.0
0000723188:2018:FY,CBU,2018,221408000.0,17495000.0,-248107000.0,0.0,17495000.0,-248107000.0,-9204000.0,-9204000.0,221408000.0,0.0,0.0,0.0,0.0
0000723188:2019:FY,CBU,2019,202502000.0,-157054000.0,-52252000.0,0.0,-157054000.0,-52252000.0,-6804000.0,-6804000.0,202502000.0,0.0,0.0,0.0,0.0
0000723188:2020:FY,CBU,2020,179483000.0,-398720000.0,1660012000.0,0.0,-398720000.0,1660012000.0,1440775000.0,1440775000.0,179483000.0,0.0,0.0,0.0,0.0
0000723188:2021:FY,CBU,2021,202546000.0,-1530775000.0,1557488000.0,0.0,-1530775000.0,1557488000.0,229259000.0,229259000.0,202546000.0,0.0,0.0,0.0,0.0
0000944148:2011:FY,CBZ,2011,58862000.0,-55572000.0,-1808000.0,0.0,-55572000.0,-1808000.0,889000.0,1482000.0,58269000.0,-593000.0,-593000.0,0.0,0.0
0000944148:2012:FY,CBZ,2012,53801000.0,-104315000.0,49553000.0,0.0,-104315000.0,49553000.0,-714000.0,-961000.0,54048000.0,247000.0,247000.0,0.0,0.0
0000944148:2013:FY,CBZ,2013,41486000.0,175292000.0,-173602000.0,0.0,174992000.0,-173602000.0,-128000.0,43176000.0,-1518000.0,-43004000.0,-43304000.0,-300000.0,0.0
0000944148:2014:FY,CBZ,2014,43117000.0,-64334000.0,20208000.0,0.0,-63918000.0,20208000.0,208000.0,-1009000.0,43918000.0,801000.0,1217000.0,416000.0,0.0
0000944148:2015:FY,CBZ,2015,46396000.0,-6957000.0,-40566000.0,0.0,-6949000.0,-40566000.0,-129000.0,-1127000.0,47386000.0,990000.0,998000.0,8000.0,0.0
0000944148:2016:FY,CBZ,2016,70655000.0,-50014000.0,-18384000.0,0.0,-50014000.0,-18384000.0,2644000.0,2257000.0,71042000.0,387000.0,387000.0,0.0,0.0
0000944148:2017:FY,CBZ,2017,72558000.0,-29408000.0,-45593000.0,0.0,-29408000.0,-45593000.0,-3070000.0,-2443000.0,71931000.0,-627000.0,-627000.0,0.0,0.0
0000944148:2018:FY,CBZ,2018,105432000.0,-47576000.0,-109380000.0,0.0,-47576000.0,-109380000.0,-51708000.0,-51524000.0,105248000.0,-184000.0,-184000.0,0.0,0.0
0000944148:2019:FY,CBZ,2019,98523000.0,-27685000.0,-54549000.0,0.0,-27685000.0,-54549000.0,15951000.0,16289000.0,98185000.0,-338000.0,-338000.0,0.0,0.0
0000944148:2020:FY,CBZ,2020,146916000.0,-46406000.0,-76609000.0,0.0,-46406000.0,-76609000.0,23830000.0,23901000.0,146845000.0,-71000.0,-71000.0,0.0,0.0
0000944148:2021:FY,CBZ,2021,131178000.0,-82010000.0,-69005000.0,0.0,-82010000.0,-69005000.0,-19861000.0,-19837000.0,131154000.0,-24000.0,-24000.0,0.0,0.0
0001627223:2015:FY,CC,2015,182000000.0,-497000000.0,687000000.0,-6000000.0,-497000000.0,687000000.0,366000000.0,372000000.0,182000000.0,0.0,0.0,0.0,0.0
0001627223:2016:FY,CC,2016,594000000.0,357000000.0,-396000000.0,-19000000.0,357000000.0,-396000000.0,536000000.0,555000000.0,594000000.0,0.0,0.0,0.0,0.0
0001627223:2017:FY,CC,2017,639000000.0,-370000000.0,353000000.0,32000000.0,-370000000.0,353000000.0,654000000.0,622000000.0,639000000.0,0.0,0.0,0.0,0.0
0001627223:2018:FY,CC,2018,1140000000.0,-487000000.0,-993000000.0,-15000000.0,-487000000.0,-993000000.0,-355000000.0,-340000000.0,1140000000.0,0.0,0.0,0.0,0.0
0001627223:2019:FY,CC,2019,650000000.0,-483000000.0,-419000000.0,-6000000.0,-483000000.0,-419000000.0,-258000000.0,-252000000.0,650000000.0,0.0,0.0,0.0,0.0
0001627223:2020:FY,CC,2020,807000000.0,-234000000.0,-449000000.0,38000000.0,-234000000.0,-449000000.0,162000000.0,124000000.0,807000000.0,0.0,0.0,0.0,0.0
0001627223:2021:FY,CC,2021,820000000.0,220000000.0,-560000000.0,-34000000.0,220000000.0,-560000000.0,446000000.0,480000000.0,820000000.0,0.0,0.0,0.0,0.0
0001437958:2018:FY,CCB,2018,14402000.0,-139121000.0,133919000.0,0.0,-139121000.0,133919000.0,9200000.0,9200000.0,14402000.0,0.0,0.0,0.0,0.0
0001437958:2019:FY,CCB,2019,13671000.0,-164546000.0,154466000.0,0.0,-164546000.0,154466000.0,3591000.0,3591000.0,13671000.0,0.0,0.0,0.0,0.0
0001437958:2020:FY,CCB,2020,19330000.0,-666540000.0,622265000.0,0.0,-666540000.0,622265000.0,-24945000.0,-24945000.0,19330000.0,0.0,0.0,0.0,0.0
0001437958:2021:FY,CCB,2021,29847000.0,-894152000.0,859836000.0,0.0,-894152000.0,859836000.0,-4469000.0,-4469000.0,29847000.0,0.0,0.0,0.0,0.0
0000726601:2011:FY,CCBG,2011,66254000.0,73599000.0,9268000.0,0.0,73599000.0,9268000.0,149121000.0,149121000.0,66254000.0,0.0,0.0,0.0,0.0
0000726601:2012:FY,CCBG,2012,56687000.0,88331000.0,-20600000.0,0.0,88331000.0,-20600000.0,124418000.0,124418000.0,56687000.0,0.0,0.0,0.0,0.0
0000726601:2013:FY,CCBG,2013,34814000.0,-2091000.0,-12527000.0,0.0,-2091000.0,-12527000.0,20196000.0,20196000.0,34814000.0,0.0,0.0,0.0,0.0
0000726601:2014:FY,CCBG,2014,25151000.0,-170467000.0,444000.0,0.0,-170467000.0,444000.0,-144872000.0,-144872000.0,25151000.0,0.0,0.0,0.0,0.0
0000726601:2015:FY,CCBG,2015,33761000.0,-197053000.0,157141000.0,0.0,-197053000.0,157141000.0,-6151000.0,-6151000.0,33761000.0,0.0,0.0,0.0,0.0
0000726601:2016:FY,CCBG,2016,22621000.0,-137361000.0,31882000.0,0.0,-137361000.0,31882000.0,-82858000.0,-82858000.0,22621000.0,0.0,0.0,0.0,0.0
0000726601:2018:FY,CCBG,2018,34626000.0,-94019000.0,49951000.0,0.0,-94019000.0,49951000.0,-9442000.0,-9442000.0,34626000.0,0.0,0.0,0.0,0.0
0000726601:2019:FY,CCBG,2019,53689000.0,-46875000.0,95609000.0,0.0,-46875000.0,95609000.0,102423000.0,102423000.0,53689000.0,0.0,0.0,0.0,0.0
0000726601:2020:FY,CCBG,2020,-48611000.0,-32594000.0,631331000.0,0.0,-32594000.0,631331000.0,550126000.0,550126000.0,-48611000.0,0.0,0.0,0.0,0.0
0000726601:2021:FY,CCBG,2021,115924000.0,-447720000.0,438601000.0,0.0,-447720000.0,438601000.0,106805000.0,106805000.0,115924000.0,0.0,0.0,0.0,0.0
0001662579:2020:FY,CCCC,2020,-67249000.0,-190505000.0,348932000.0,0.0,-190505000.0,348932000.0,91178000.0,91178000.0,-67249000.0,0.0,0.0,0.0,0.0
0001662579:2021:FY,CCCC,2021,-86965000.0,-189336000.0,171400000.0,0.0,-189336000.0,171400000.0,-104901000.0,-104901000.0,-86965000.0,0.0,0.0,0.0,0.0
0001818201:2021:FY,CCCS,2021,127335000.0,-48598000.0,-58440000.0,129000.0,-48598000.0,-58440000.0,20426000.0,20297000.0,127335000.0,0.0,0.0,0.0,0.0
0000830524:2012:FY,CCF,2012,13946000.0,-67090000.0,53508000.0,-166000.0,-67090000.0,53508000.0,364000.0,530000.0,13946000.0,0.0,0.0,0.0,0.0
0000830524:2013:FY,CCF,2013,28157000.0,-3580000.0,-9614000.0,-146000.0,-3580000.0,-9614000.0,14963000.0,15109000.0,28157000.0,0.0,0.0,0.0,0.0
0000830524:2014:FY,CCF,2014,28606000.0,4443000.0,-10501000.0,677000.0,4443000.0,-10501000.0,22548000.0,21871000.0,28606000.0,0.0,0.0,0.0,0.0
0000830524:2015:FY,CCF,2015,40959000.0,-35713000.0,-13498000.0,-1151000.0,-35713000.0,-13498000.0,-8252000.0,-7101000.0,40959000.0,0.0,0.0,0.0,0.0
0000830524:2016:FY,CCF,2016,48833000.0,-612000.0,-15299000.0,-3330000.0,-612000.0,-15299000.0,32922000.0,36252000.0,48833000.0,0.0,0.0,0.0,0.0
0000830524:2017:FY,CCF,2017,51932000.0,-25102000.0,-52796000.0,-91000.0,-25102000.0,-52796000.0,-25966000.0,-25875000.0,51932000.0,0.0,0.0,0.0,0.0
0000830524:2018:FY,CCF,2018,46071000.0,-73766000.0,14423000.0,746000.0,-73766000.0,14423000.0,-13272000.0,-14018000.0,46071000.0,0.0,0.0,0.0,0.0
0000830524:2019:FY,CCF,2019,49535000.0,-2166000.0,-33450000.0,0.0,-2166000.0,-33450000.0,13919000.0,13919000.0,49535000.0,0.0,0.0,0.0,0.0
0000830524:2020:FY,CCF,2020,55734000.0,2077000.0,-8420000.0,0.0,2077000.0,-8420000.0,49391000.0,49391000.0,55734000.0,0.0,0.0,0.0,0.0
0000830524:2021:FY,CCF,2021,61217000.0,-33927000.0,-8248000.0,0.0,-33927000.0,-8248000.0,19042000.0,19042000.0,61217000.0,0.0,0.0,0.0,0.0
0000830524:2022:FY,CCF,2022,34859000.0,-4427000.0,169845000.0,0.0,-4427000.0,169845000.0,200277000.0,200277000.0,34859000.0,0.0,0.0,0.0,0.0
0001051470:2011:FY,CCI,2011,643454000.0,-399865000.0,-275712000.0,-288000.0,-399865000.0,-275712000.0,-32411000.0,-32123000.0,643454000.0,0.0,0.0,0.0,0.0
0001051470:2012:FY,CCI,2012,772557000.0,-4199596000.0,3786803000.0,1480000.0,-4199596000.0,3786803000.0,361244000.0,359764000.0,772557000.0,0.0,0.0,0.0,0.0
0001051470:2013:FY,CCI,2013,1237656000.0,-5520969000.0,4063133000.0,2210000.0,-5520969000.0,4063133000.0,-217970000.0,-220180000.0,1237656000.0,0.0,0.0,0.0,0.0
0001051470:2014:FY,CCI,2014,1666130000.0,-1242905000.0,-462987000.0,-8012000.0,-1242905000.0,-462987000.0,-47774000.0,-39762000.0,1666130000.0,0.0,0.0,0.0,0.0
0001051470:2015:FY,CCI,2015,1791325000.0,-3063311000.0,-935476000.0,-1902000.0,-1959734000.0,-935476000.0,3190000.0,-1101185000.0,1794025000.0,2700000.0,1106277000.0,1103577000.0,0.0
0001051470:2016:FY,CCI,2016,1782264000.0,-1523382000.0,-96292000.0,-101000.0,-1410232000.0,-96292000.0,388789000.0,275740000.0,1782264000.0,0.0,113150000.0,113150000.0,0.0
0001051470:2017:FY,CCI,2017,2044186000.0,-10494021000.0,8195152000.0,1178000.0,-10494021000.0,8195152000.0,-253505000.0,-254683000.0,2044186000.0,0.0,0.0,0.0,0.0
0001051470:2018:FY,CCI,2018,2502000000.0,-1795000000.0,-733000000.0,-1000000.0,-1795000000.0,-733000000.0,-27000000.0,-26000000.0,2502000000.0,0.0,0.0,0.0,0.0
0001051470:2019:FY,CCI,2019,2698000000.0,-2081000000.0,-692000000.0,0.0,-2081000000.0,-692000000.0,-75000000.0,-75000000.0,2698000000.0,0.0,0.0,0.0,0.0
0001051470:2020:FY,CCI,2020,3055000000.0,-1741000000.0,-1271000000.0,0.0,-1741000000.0,-1271000000.0,43000000.0,43000000.0,3055000000.0,0.0,0.0,0.0,0.0
0001051470:2021:FY,CCI,2021,2851000000.0,-1332000000.0,-1310000000.0,0.0,-1332000000.0,-1310000000.0,85000000.0,147000000.0,2789000000.0,-62000000.0,-62000000.0,0.0,0.0
0001219601:2011:FY,CCK,2011,379000000.0,-372000000.0,-129000000.0,1000000.0,-372000000.0,-129000000.0,-121000000.0,-122000000.0,379000000.0,0.0,0.0,0.0,0.0
0001219601:2012:FY,CCK,2012,621000000.0,-362000000.0,-254000000.0,3000000.0,-362000000.0,-254000000.0,8000000.0,5000000.0,621000000.0,0.0,0.0,0.0,0.0
0001219601:2013:FY,CCK,2013,885000000.0,-246000000.0,-306000000.0,6000000.0,-246000000.0,-306000000.0,339000000.0,333000000.0,885000000.0,0.0,0.0,0.0,0.0
0001219601:2014:FY,CCK,2014,912000000.0,-1021000000.0,445000000.0,-60000000.0,-1021000000.0,445000000.0,276000000.0,336000000.0,912000000.0,0.0,0.0,0.0,0.0
0001219601:2015:FY,CCK,2015,956000000.0,-1548000000.0,406000000.0,-62000000.0,-1548000000.0,406000000.0,-248000000.0,-186000000.0,956000000.0,0.0,0.0,0.0,0.0
0001219601:2016:FY,CCK,2016,930000000.0,-442000000.0,-616000000.0,-30000000.0,-442000000.0,-616000000.0,-158000000.0,-128000000.0,930000000.0,0.0,0.0,0.0,0.0
